9.692662,0
10.002997,1
9.732291,2
8.70567,3
9.403737,4
9.646793,5
9.0156555,6
9.791796,7
9.262086,8
8.879702,9
9.571877,10
9.572743,11
8.365082,12
8.850833,13
8.764381,14
8.746608,15
8.860288,16
8.604989,17
8.478273,18
8.01149,19
8.0868,20
8.163065,21
8.097359,22
7.3934355,23
7.21984,24
7.8635645,25
7.0331626,26
8.082251,27
7.65363,28
6.0271287,29
7.5291305,30
7.6800513,31
7.5709605,32
7.4028826,33
7.2064204,34
7.399536,35
6.939866,36
6.8774123,37
7.3097434,38
7.2787127,39
7.9178047,40
7.1628914,41
6.0227523,42
7.046606,43
7.478582,44
7.4693995,45
6.569619,46
7.0145645,47
6.326133,48
7.0064087,49
6.764543,50
7.9416275,51
7.140376,52
6.121446,53
6.9165792,54
6.551505,55
6.6154966,56
6.725263,57
6.762728,58
6.1742115,59
7.063412,60
6.9447856,61
8.002708,62
6.8909903,63
6.062025,64
6.407622,65
6.6068244,66
7.378221,67
6.926471,68
6.3734627,69
5.6248703,70
5.792692,71
7.0141873,72
5.45391,73
5.918551,74
6.2718906,75
6.4491243,76
6.1324477,77
6.586546,78
7.314053,79
5.042734,80
7.125061,81
5.976167,82
5.980633,83
5.9207964,84
5.640968,85
5.643358,86
6.976175,87
6.0731115,88
6.047584,89
5.7829475,90
6.7516413,91
5.6701074,92
6.6912,93
6.931676,94
6.5521693,95
6.4526196,96
6.2312107,97
5.7716985,98
5.6025634,99
7.7915382,100
6.2482133,101
7.842708,102
6.1682267,103
5.973783,104
5.3963614,105
7.177488,106
6.021814,107
6.049938,108
6.178068,109
7.2244816,110
5.9079156,111
5.6869125,112
6.8861485,113
7.462312,114
6.2646585,115
6.0364327,116
6.4640956,117
5.217133,118
6.4729037,119
5.9193616,120
5.4725018,121
5.789022,122
6.3483367,123
5.747932,124
7.5203705,125
5.030248,126
6.566638,127
6.420233,128
5.688561,129
5.5541396,130
5.615281,131
6.8471603,132
5.9221606,133
4.994962,134
6.9538207,135
6.735094,136
6.57417,137
5.56876,138
6.1610837,139
5.974723,140
6.062322,141
5.2535553,142
6.750451,143
6.5699677,144
6.252309,145
6.2625866,146
5.7440176,147
6.16797,148
6.659562,149
6.2501955,150
5.948056,151
5.6324425,152
5.0422792,153
6.4772673,154
5.633768,155
6.758232,156
6.265297,157
5.5459733,158
6.0931163,159
5.319274,160
5.945549,161
6.397636,162
6.2199373,163
6.2406473,164
5.550102,165
6.3222003,166
5.190367,167
5.587335,168
5.9088526,169
6.2979593,170
6.3382106,171
6.4155464,172
5.3868384,173
5.501564,174
4.54812,175
5.783279,176
7.11712,177
7.569058,178
6.895134,179
5.798842,180
6.2385054,181
6.247453,182
5.179546,183
4.800215,184
5.8591156,185
6.454627,186
5.6112895,187
6.2338157,188
5.937107,189
6.3078265,190
6.318099,191
6.7223496,192
5.8627305,193
5.8660746,194
6.0818152,195
5.0591974,196
5.200958,197
5.797856,198
7.3332376,199
5.867099,200
5.4605527,201
6.0139475,202
5.2858696,203
5.320523,204
7.312924,205
6.2101693,206
5.6836653,207
4.9636273,208
7.4691844,209
5.865486,210
6.2059073,211
6.2163615,212
4.6960917,213
4.9876437,214
5.268098,215
6.5459785,216
5.5718207,217
